,Country,Family,Freedom,GDP per Capita,Generosity,Happiness Rank,Happiness Score,Life Expectancy,Region,Trust (Government Corruption),Year
212,Moldova,0.8313200000000001,0.25201999999999997,0.69177,0.19997,55,5.897,0.5230899999999999,Central and Eastern Europe,0.019030000000000002,2016
213,Russia,1.05261,0.32682,1.2322799999999998,0.027360000000000002,56,5.856,0.58991,Central and Eastern Europe,0.03586,2016
214,Poland,1.04685,0.4519,1.24585,0.14443,57,5.835,0.69058,Central and Eastern Europe,0.055,2016
215,South Korea,0.7219399999999999,0.25168,1.35948,0.18824000000000002,57,5.835,0.88645,Eastern Asia,0.07716,2016
216,Bolivia,0.8377899999999999,0.50961,0.79422,0.21698,59,5.822,0.4697,Latin America and Caribbean,0.07746,2016
217,Lithuania,1.0641100000000001,0.18929,1.2692,0.02025,60,5.813,0.64674,Central and Eastern Europe,0.0182,2016
218,Belarus,1.04993,0.29091,1.1306200000000002,0.13942000000000002,61,5.8020000000000005,0.6310399999999999,Central and Eastern Europe,0.17457,2016
219,North Cyprus,0.81826,0.43596,1.31141,0.26322,62,5.771,0.8414200000000001,Western Europe,0.16577999999999998,2016
220,Slovenia,1.05613,0.53164,1.2994700000000001,0.25738,63,5.768,0.79151,Central and Eastern Europe,0.03635,2016
221,Peru,0.81255,0.37501999999999996,0.9960200000000001,0.14527,64,5.742999999999999,0.6299399999999999,Latin America and Caribbean,0.05292,2016
222,Turkmenistan,1.03817,0.37408,1.08017,0.22566999999999998,65,5.6579999999999995,0.44006000000000006,Central and Eastern Europe,0.28467,2016
223,Mauritius,0.75695,0.46145,1.14372,0.36951,66,5.648,0.66189,Sub-Saharan Africa,0.05202999999999999,2016
224,Libya,0.95076,0.40671999999999997,1.0668799999999998,0.17087,67,5.615,0.52304,Middle East and Northern Africa,0.10339000000000001,2016
225,Latvia,0.95025,0.27996,1.2178799999999999,0.17445,68,5.56,0.63952,Central and Eastern Europe,0.0889,2016
226,Cyprus,0.70697,0.29507,1.31857,0.27906,69,5.546,0.8488,Western Europe,0.05227999999999999,2016
227,Paraguay,1.11111,0.46235,0.8937299999999999,0.25296,70,5.537999999999999,0.58295,Latin America and Caribbean,0.07396,2016
228,Romania,0.7280300000000001,0.36712,1.1697,0.12889,71,5.528,0.67602,Central and Eastern Europe,0.006790000000000001,2016
229,Estonia,1.0516299999999998,0.41511000000000003,1.2796399999999999,0.08423,72,5.517,0.68098,Central and Eastern Europe,0.18519000000000002,2016
230,Jamaica,0.96372,0.43596999999999997,0.89333,0.22245,73,5.51,0.5946899999999999,Latin America and Caribbean,0.04294,2016
231,Croatia,0.6080899999999999,0.23906999999999998,1.18649,0.18434,74,5.4879999999999995,0.70524,Central and Eastern Europe,0.04002,2016
232,Hong Kong,0.87021,0.48078999999999994,1.5107,0.40097,75,5.457999999999999,0.9527700000000001,Eastern Asia,0.31647,2016
233,Somalia,0.33613000000000004,0.5677800000000001,0.0,0.27225,76,5.44,0.11465999999999998,Sub-Saharan Africa,0.3118,2016
234,Kosovo,0.66062,0.14396,0.90145,0.27992,77,5.401,0.54,Central and Eastern Europe,0.06547,2016
235,Turkey,0.8771700000000001,0.23889000000000002,1.1649200000000002,0.04707,78,5.388999999999999,0.64718,Middle East and Northern Africa,0.12347999999999999,2016
236,Indonesia,0.87625,0.39237,0.95104,0.56521,79,5.314,0.49373999999999996,Southeastern Asia,0.00322,2016
237,Jordan,0.86216,0.36023,0.9967299999999999,0.14262,80,5.303,0.60712,Middle East and Northern Africa,0.13297,2016
238,Azerbaijan,0.76042,0.35327,1.12373,0.0564,81,5.291,0.54504,Central and Eastern Europe,0.17914000000000002,2016
239,Philippines,0.87877,0.5485399999999999,0.81217,0.21674000000000002,82,5.279,0.47036000000000006,Southeastern Asia,0.11757000000000001,2016
240,China,0.79381,0.44011999999999996,1.0278,0.049589999999999995,83,5.245,0.73561,Eastern Asia,0.02745,2016
241,Bhutan,0.9083600000000001,0.46074,0.8527,0.48546000000000006,84,5.196000000000001,0.49759,Southern Asia,0.1616,2016
242,Kyrgyzstan,0.95434,0.40212,0.5604399999999999,0.38432,85,5.185,0.5544899999999999,Central and Eastern Europe,0.047619999999999996,2016
243,Serbia,0.81329,0.15718,1.03437,0.20736999999999997,86,5.1770000000000005,0.6458,Central and Eastern Europe,0.04339,2016
244,Bosnia and Herzegovina,0.64367,0.09511,0.9338299999999999,0.29889,87,5.162999999999999,0.7076600000000001,Central and Eastern Europe,0.0,2016
245,Montenegro,0.74173,0.15111,1.07838,0.17190999999999998,88,5.1610000000000005,0.6353300000000001,Central and Eastern Europe,0.12721,2016
246,Dominican Republic,0.9949600000000001,0.52259,1.02787,0.21286,89,5.155,0.5766899999999999,Latin America and Caribbean,0.12372000000000001,2016
247,Morocco,0.38595,0.25645999999999997,0.8405799999999999,0.040530000000000004,90,5.151,0.5947100000000001,Middle East and Northern Africa,0.08404,2016
248,Hungary,0.9316399999999999,0.1977,1.24142,0.099,91,5.145,0.67608,Central and Eastern Europe,0.044719999999999996,2016
249,Pakistan,0.26135,0.14622000000000002,0.68816,0.31185,92,5.132000000000001,0.40306,Southern Asia,0.1388,2016
250,Lebanon,0.64184,0.26228,1.12268,0.23693000000000003,93,5.129,0.76171,Middle East and Northern Africa,0.030610000000000002,2016
251,Portugal,0.9436700000000001,0.44727,1.27607,0.11690999999999999,94,5.122999999999999,0.7936300000000001,Western Europe,0.01521,2016
252,Macedonia,0.78236,0.27668000000000004,1.0193,0.23506999999999997,95,5.121,0.6473800000000001,Central and Eastern Europe,0.07047,2016
253,Vietnam,0.7911699999999999,0.5595399999999999,0.74037,0.25075,96,5.061,0.66157,Southeastern Asia,0.11556,2016
254,Somaliland Region,0.75862,0.3913,0.25558000000000003,0.51479,97,5.0569999999999995,0.33108000000000004,Sub-Saharan Africa,0.36794,2016
255,Tunisia,0.43165,0.23553000000000002,0.97724,0.03936,98,5.045,0.59577,Middle East and Northern Africa,0.0817,2016
256,Greece,0.75473,0.05822000000000001,1.24886,0.0,99,5.033,0.80029,Western Europe,0.04127,2016
257,Tajikistan,0.75602,0.43408,0.48835,0.25998000000000004,100,4.996,0.5311899999999999,Central and Eastern Europe,0.13509000000000002,2016
258,Mongolia,1.0898299999999999,0.35972,0.9885299999999999,0.34539000000000003,101,4.907,0.55469,Eastern Asia,0.03285,2016
259,Laos,0.5497,0.52168,0.68042,0.43078999999999995,102,4.876,0.38291,Southeastern Asia,0.22423,2016
260,Nigeria,0.64498,0.27854,0.75216,0.23219,103,4.875,0.05108,Sub-Saharan Africa,0.0305,2016
261,Honduras,0.7559600000000001,0.26755,0.69429,0.2044,104,4.871,0.5838300000000001,Latin America and Caribbean,0.06906,2016
262,Iran,0.38856999999999997,0.22544,1.11758,0.38538,105,4.813,0.64232,Middle East and Northern Africa,0.0557,2016
263,Zambia,0.6376,0.42662,0.61202,0.17865999999999999,106,4.795,0.23573000000000002,Sub-Saharan Africa,0.11479,2016
264,Nepal,0.69699,0.37012,0.44626000000000005,0.3816,107,4.793,0.50073,Southern Asia,0.07007999999999999,2016
265,Palestinian Territories,0.71629,0.17744000000000001,0.67024,0.11154000000000001,108,4.754,0.56844,Middle East and Northern Africa,0.10613,2016
266,Albania,0.50163,0.31866,0.9553,0.1684,109,4.655,0.73007,Central and Eastern Europe,0.05301,2016
267,Bangladesh,0.24749000000000002,0.39778,0.54177,0.19132000000000002,110,4.643,0.52989,Southern Asia,0.12583,2016
268,Sierra Leone,0.628,0.30685,0.36485,0.23897,111,4.635,0.0,Sub-Saharan Africa,0.08196,2016
269,Iraq,0.59205,0.24856,1.07474,0.19589,112,4.575,0.51076,Middle East and Northern Africa,0.13635999999999998,2016
270,Namibia,0.70362,0.48613999999999996,0.9328700000000001,0.07795,113,4.574,0.34745,Sub-Saharan Africa,0.10397999999999999,2016
271,Cameroon,0.62542,0.42736,0.5249699999999999,0.2268,114,4.513,0.12697999999999998,Sub-Saharan Africa,0.06126,2016
272,Ethiopia,0.37932,0.36703,0.29283000000000003,0.29522,115,4.508,0.34578000000000003,Sub-Saharan Africa,0.1717,2016
273,South Africa,0.9605299999999999,0.42483000000000004,1.02416,0.13656,116,4.459,0.18611,Sub-Saharan Africa,0.08415,2016
274,Sri Lanka,0.84783,0.50817,0.9731799999999999,0.46978000000000003,117,4.415,0.62007,Southern Asia,0.07964,2016
275,India,0.29247,0.40285,0.74036,0.25028,118,4.404,0.45091000000000003,Southern Asia,0.08722,2016
276,Myanmar,0.69981,0.42691999999999997,0.34112,0.81971,119,4.395,0.3988,Southeastern Asia,0.20243,2016
277,Egypt,0.49813,0.18847,0.95395,0.12705999999999998,120,4.362,0.5211600000000001,Middle East and Northern Africa,0.10393,2016
278,Armenia,0.6247699999999999,0.14037,0.8608600000000001,0.07793,121,4.36,0.64083,Central and Eastern Europe,0.036160000000000005,2016
279,Kenya,0.7624,0.40576,0.52267,0.41328000000000004,122,4.356,0.30146999999999996,Sub-Saharan Africa,0.06686,2016
280,Ukraine,1.01413,0.12859,0.87287,0.20363,123,4.324,0.58628,Central and Eastern Europe,0.01829,2016
281,Ghana,0.49353,0.40973000000000004,0.63107,0.21203000000000002,124,4.276,0.29681,Sub-Saharan Africa,0.0326,2016
282,Congo (Kinshasa),0.80676,0.15602,0.05661,0.25458000000000003,125,4.272,0.188,Sub-Saharan Africa,0.06075,2016
283,Georgia,0.19249000000000002,0.32461,0.8379200000000001,0.06786,126,4.252,0.64035,Central and Eastern Europe,0.3188,2016
284,Congo (Brazzaville),0.47798999999999997,0.37938,0.7710899999999999,0.12077,127,4.236000000000001,0.28212,Sub-Saharan Africa,0.09752999999999999,2016
285,Senegal,0.7741600000000001,0.31056,0.44314,0.19103,128,4.218999999999999,0.40457,Sub-Saharan Africa,0.11681,2016
286,Bulgaria,0.92542,0.21219000000000002,1.11306,0.12793,129,4.217,0.67806,Central and Eastern Europe,0.00615,2016
287,Mauritania,0.8414200000000001,0.1268,0.6139100000000001,0.22685999999999998,130,4.2010000000000005,0.28639000000000003,Sub-Saharan Africa,0.17955,2016
288,Zimbabwe,0.71478,0.25429,0.35041,0.18503,131,4.1930000000000005,0.1595,Sub-Saharan Africa,0.08582000000000001,2016
289,Malawi,0.147,0.4143,0.08709,0.30968,132,4.156000000000001,0.29364,Sub-Saharan Africa,0.07564,2016
290,Sudan,0.8192799999999999,0.0,0.63069,0.18077000000000001,133,4.138999999999999,0.29759,Sub-Saharan Africa,0.10039,2016
291,Gabon,0.72368,0.28098,1.15851,0.062439999999999996,134,4.121,0.3494,Sub-Saharan Africa,0.09314,2016
292,Mali,0.8633299999999999,0.27544,0.31292,0.21064000000000002,135,4.073,0.16347,Sub-Saharan Africa,0.13647,2016
293,Haiti,0.29561,0.12072000000000001,0.34097,0.47958,136,4.0280000000000005,0.27494,Latin America and Caribbean,0.14476,2016
294,Botswana,0.89186,0.44088999999999995,1.09426,0.12425,137,3.9739999999999998,0.34752,Sub-Saharan Africa,0.10769000000000001,2016
295,Comoros,0.60323,0.15412,0.27509,0.1827,138,3.9560000000000004,0.29980999999999997,Sub-Saharan Africa,0.18437,2016
296,Ivory Coast,0.57576,0.40663,0.55507,0.20338,139,3.9160000000000004,0.04476,Sub-Saharan Africa,0.1553,2016
297,Cambodia,0.5375,0.5885199999999999,0.55604,0.40339,140,3.907,0.42494,Southeastern Asia,0.08092,2016
298,Angola,0.66366,0.00589,0.84731,0.12070999999999998,141,3.866,0.04991,Sub-Saharan Africa,0.08434,2016
299,Niger,0.6053,0.38040999999999997,0.1327,0.2097,142,3.8560000000000003,0.26161999999999996,Sub-Saharan Africa,0.17176,2016
300,South Sudan,0.18519000000000002,0.19662000000000002,0.39394,0.25899,143,3.832,0.15780999999999998,Sub-Saharan Africa,0.13015,2016
301,Chad,0.63178,0.12807000000000002,0.42213999999999996,0.18667,144,3.763,0.038239999999999996,Sub-Saharan Africa,0.04952,2016
302,Burkina Faso,0.63054,0.3337,0.31995,0.24353000000000002,145,3.739,0.21297,Sub-Saharan Africa,0.12533,2016
303,Uganda,0.90981,0.43653000000000003,0.34719,0.27102,145,3.739,0.19625,Sub-Saharan Africa,0.06442,2016
304,Yemen,0.47493,0.2287,0.57939,0.09821,147,3.7239999999999998,0.31048000000000003,Middle East and Northern Africa,0.05892000000000001,2016
305,Madagascar,0.46115,0.13684000000000002,0.27954,0.2204,148,3.695,0.37109000000000003,Sub-Saharan Africa,0.07506,2016
306,Tanzania,0.77623,0.3176,0.47155,0.31472,149,3.6660000000000004,0.35700000000000004,Sub-Saharan Africa,0.05099,2016
307,Liberia,0.50353,0.25748000000000004,0.10705999999999999,0.24063,150,3.622,0.23165,Sub-Saharan Africa,0.04852,2016
308,Guinea,0.3109,0.30953,0.22415,0.29914,151,3.6069999999999998,0.18829,Sub-Saharan Africa,0.1192,2016
309,Rwanda,0.6158600000000001,0.5432,0.32846,0.23551999999999998,152,3.515,0.31865,Sub-Saharan Africa,0.50521,2016
310,Benin,0.10419,0.39747,0.39499,0.2018,153,3.484,0.21028000000000002,Sub-Saharan Africa,0.06681000000000001,2016
311,Afghanistan,0.11037000000000001,0.1643,0.38227,0.31268,154,3.36,0.17344,Southern Asia,0.07112,2016
312,Togo,0.0,0.34678000000000003,0.28123000000000004,0.17517,155,3.303,0.24811,Sub-Saharan Africa,0.11587,2016
313,Syria,0.14866,0.06912,0.7471899999999999,0.48396999999999996,156,3.069,0.6299399999999999,Middle East and Northern Africa,0.17232999999999998,2016
314,Burundi,0.23442,0.0432,0.06831,0.2029,157,2.905,0.15747,Sub-Saharan Africa,0.09419,2016
315,Norway,1.53352356,0.635422587,1.616463184,0.362012237,1,7.537000179,0.796666503,,0.315963835,2017
316,Denmark,1.5511215930000002,0.6260067220000001,1.4823830130000002,0.355280489,2,7.521999836,0.792565525,,0.400770068,2017
317,Iceland,1.6105740069999999,0.627162635,1.48063302,0.47554022100000004,3,7.504000187000001,0.8335521220000001,,0.153526559,2017
318,Switzerland,1.516911745,0.620070577,1.5649795530000001,0.290549278,4,7.493999958,0.858131289,,0.367007285,2017
319,Finland,1.540246725,0.6179508570000001,1.443571925,0.24548277300000002,5,7.468999863,0.80915767,,0.38261154299999994,2017
320,Netherlands,1.4289392230000002,0.585384488,1.503944635,0.47048983,6,7.376999855,0.810696125,,0.282661825,2017
321,Canada,1.481348991,0.611100912,1.479204416,0.435539722,7,7.315999985,0.834557652,,0.287371516,2017
322,New Zealand,1.548195124,0.61406213,1.405706048,0.500005126,8,7.31400013,0.8167597059999999,,0.382816702,2017
323,Sweden,1.478162169,0.612924099,1.494387269,0.385399252,9,7.28399992,0.830875158,,0.384398729,2017
324,Australia,1.510041952,0.6016073820000001,1.484414935,0.47769925,10,7.28399992,0.843886793,,0.30118373,2017
325,Israel,1.3762899640000001,0.405988604,1.375382423,0.330082655,11,7.212999821,0.838404,,0.0852421,2017
326,Costa Rica,1.416403651,0.58013165,1.109706283,0.214613229,12,7.078999996,0.759509265,,0.10010658900000001,2017
327,Austria,1.459944963,0.56776619,1.4870972630000001,0.316472322,13,7.006000042,0.8153284190000001,,0.221060365,2017
328,United States,1.419920564,0.5057405229999999,1.546259284,0.392578781,14,6.993000031,0.7742866279999999,,0.135638788,2017
329,Ireland,1.558231115,0.573110342,1.535706639,0.427858323,15,6.977000237,0.809782624,,0.298388153,2017
330,Germany,1.472520351,0.562511384,1.4879233840000001,0.33626917,16,6.951000214,0.798950732,,0.276731938,2017
331,Belgium,1.462312698,0.539770722,1.463780761,0.231503338,17,6.890999794,0.8180918690000001,,0.251343131,2017
332,Luxembourg,1.457583666,0.596627891,1.7419435980000002,0.28318098199999997,18,6.862999916000001,0.845089495,,0.318834424,2017
333,United Kingdom,1.49646008,0.508190036,1.44163394,0.492774159,19,6.714000225,0.8053359390000001,,0.265428066,2017
334,Chile,1.2840249540000002,0.37689527899999997,1.25278461,0.32666242100000004,20,6.65199995,0.819479704,,0.082287982,2017
335,United Arab Emirates,1.2664102320000001,0.60834527,1.626343369,0.36094194700000004,21,6.647999763,0.7267982359999999,,0.324489564,2017
336,Brazil,1.431306005,0.437453747,1.10735321,0.162349895,22,6.635000229,0.616552353,,0.111092761,2017
337,Czech Republic,1.4338852169999998,0.49094617399999996,1.352682352,0.088106759,23,6.609000206,0.7544440029999999,,0.036872927,2017
338,Argentina,1.440451145,0.494519204,1.1852954629999999,0.109457061,24,6.598999977,0.6951370840000001,,0.059739888,2017
339,Mexico,1.21086216,0.412730008,1.153183818,0.12099043300000001,25,6.578000069,0.709978998,,0.132774115,2017
340,Singapore,1.3538143630000001,0.549840569,1.69227767,0.34596598100000003,26,6.5720000270000005,0.949492395,,0.464307785,2017
341,Malta,1.488411665,0.588767052,1.343279839,0.574730575,27,6.52699995,0.8219442370000001,,0.153066069,2017
342,Uruguay,1.412227869,0.5793922539999999,1.217559695,0.17509692899999998,28,6.453999996,0.7192168240000001,,0.178061873,2017
343,Guatemala,1.255585194,0.531310618,0.8720019459999999,0.283488393,29,6.453999996,0.54023999,,0.077223279,2017
344,Panama,1.373192549,0.550026834,1.233748436,0.210556939,30,6.452000141,0.706156135,,0.070983924,2017
345,France,1.3877768519999998,0.470222116,1.430923462,0.129762307,31,6.441999912000001,0.844465852,,0.172502428,2017
346,Thailand,1.425792456,0.580200732,1.127868772,0.57212311,32,6.423999786,0.647239029,,0.031612735,2017
347,Taiwan Province of China,1.3845653530000002,0.361466587,1.4336265330000002,0.258360475,33,6.421999931,0.7939842340000001,,0.063829236,2017
348,Spain,1.532090902,0.40878123,1.384397864,0.190133572,34,6.402999877999999,0.8889606,,0.070914097,2017
349,Qatar,1.27429688,0.604130983,1.870765686,0.33047387,35,6.375,0.710098088,,0.439299256,2017
350,Colombia,1.4021829369999999,0.477487415,1.070622325,0.149014473,36,6.3569998739999996,0.5950279239999999,,0.046668742,2017
351,Saudi Arabia,1.2866775990000001,0.449750572,1.530623555,0.14761601400000002,37,6.343999863,0.59014833,,0.273432255,2017
352,Trinidad and Tobago,1.380228519,0.518630743,1.361355901,0.325296462,38,6.168000221000001,0.519983292,,0.008964816,2017
353,Kuwait,1.259698749,0.49633759299999997,1.6329524519999998,0.22828979800000002,39,6.105000018999999,0.632105708,,0.21515955,2017
354,Slovakia,1.505059242,0.295817465,1.325393558,0.136544481,40,6.09800005,0.7127329109999999,,0.024210852,2017
355,Bahrain,1.323110461,0.5367469189999999,1.488412261,0.17266848699999998,41,6.086999893,0.653133035,,0.25704217,2017
356,Malaysia,1.284646034,0.40226498200000005,1.29121542,0.41660893,42,6.084000111,0.618784428,,0.065600708,2017
357,Nicaragua,1.28721571,0.447551847,0.737299204,0.30167421699999997,43,6.071000099,0.653095961,,0.13068798199999998,2017
358,Ecuador,1.286168814,0.45519819899999997,1.0008203979999999,0.150112465,44,6.007999897,0.6856362220000001,,0.140134647,2017
359,El Salvador,1.182125092,0.43245253,0.9097844959999999,0.078257985,45,6.002999783,0.596018553,,0.08998096,2017
360,Poland,1.44571197,0.520342112,1.291787863,0.15846596699999999,46,5.97300005,0.699475348,,0.059307806,2017
361,Uzbekistan,1.54896915,0.658248663,0.786441088,0.415983647,47,5.971000195,0.498272628,,0.24652822300000002,2017
362,Italy,1.444923282,0.256450713,1.395066619,0.17278964800000002,48,5.964000225,0.8531443479999999,,0.028028091,2017
363,Russia,1.469282389,0.37378311200000003,1.2817780970000001,0.052263822,49,5.962999821,0.547349334,,0.032962881,2017
364,Belize,1.081417799,0.547509372,0.9079753159999999,0.240015641,50,5.9559998510000005,0.450191766,,0.09658107199999999,2017
365,Japan,1.436337829,0.505625546,1.4169151780000002,0.12057276800000001,51,5.920000076,0.9134758709999999,,0.163760737,2017
366,Lithuania,1.4735161069999998,0.234231785,1.314582348,0.010164656999999999,52,5.90199995,0.62894994,,0.011865643,2017
367,Algeria,1.146217465,0.233335808,1.091864467,0.069436647,53,5.872000217,0.6175846460000001,,0.14609611,2017
368,Latvia,1.4047149419999998,0.325707912,1.260748625,0.153074786,54,5.849999905,0.638566971,,0.073842727,2017
369,South Korea,1.1282744409999999,0.257921666,1.4016784430000002,0.206674367,55,5.837999821,0.9002140759999999,,0.063282669,2017
370,Moldova,1.251825571,0.24072904899999997,0.72887063,0.208779126,56,5.837999821,0.589465201,,0.010091286,2017
371,Romania,1.15009129,0.45700374200000005,1.217683911,0.13351991800000002,57,5.8249998089999995,0.685158312,,0.004387901,2017
372,Bolivia,1.227619052,0.558732927,0.8337565659999999,0.225560725,58,5.822999954,0.47363025,,0.060477725999999996,2017
373,Turkmenistan,1.4931491609999998,0.418271929,1.130776763,0.24992498800000001,59,5.8220000270000005,0.43772608,,0.25927034,2017
374,Kazakhstan,1.384369016,0.43745428299999994,1.28455627,0.201964423,60,5.818999767,0.606041551,,0.11928288599999999,2017
375,North Cyprus,1.186303377,0.471203625,1.346911311,0.266845703,61,5.809999942999999,0.834647238,,0.155353352,2017
376,Slovenia,1.452518821,0.572575808,1.341205955,0.242649093,62,5.757999897,0.790828228,,0.04512897900000001,2017
377,Peru,1.218770385,0.45000287899999997,1.0352252720000001,0.126819715,63,5.715000152999999,0.6301661129999999,,0.047049087,2017
378,Mauritius,1.20956099,0.49124732600000004,1.189395547,0.360933751,64,5.629000187000001,0.638007462,,0.042181555,2017
379,Cyprus,1.131363273,0.355111539,1.3559380769999998,0.27125430100000003,65,5.620999812999999,0.8447147009999999,,0.041237976,2017
380,Estonia,1.4766711000000001,0.47913143,1.32087934,0.098890811,66,5.611000061,0.695168316,,0.18324892199999998,2017
381,Belarus,1.444945216,0.29540026199999997,1.15655756,0.155137509,67,5.568999767,0.637714267,,0.156313822,2017
382,Libya,1.35756433,0.46573323,1.101803064,0.152073666,68,5.525000095,0.52016902,,0.09261021,2017
383,Turkey,1.337753177,0.30074059999999997,1.1982743740000001,0.046693042000000004,69,5.5,0.637605608,,0.09967158,2017
384,Paraguay,1.50728488,0.47350779200000004,0.932537317,0.224150658,70,5.493000031,0.579250693,,0.09106591300000001,2017
385,"Hong Kong S.A.R., China",1.2627909179999999,0.490968645,1.551674843,0.374465793,71,5.472000122000001,0.943062425,,0.29393374899999997,2017
386,Philippines,1.253917575,0.5852146739999999,0.857699215,0.19351342300000002,72,5.429999828,0.468009055,,0.099331893,2017
387,Serbia,1.258189797,0.208715528,1.069317579,0.220125884,73,5.394999981000001,0.650784671,,0.040903781,2017
388,Jordan,1.239088893,0.418421149,0.9910123940000001,0.17217046,74,5.335999966,0.604590058,,0.11980327199999999,2017
389,Hungary,1.343133092,0.175863519,1.286011934,0.078401662,75,5.323999882,0.687763453,,0.036636937,2017
390,Jamaica,1.3682180640000001,0.474307239,0.9255793090000001,0.233818337,76,5.31099987,0.641022384,,0.055267780999999995,2017
391,Croatia,0.9679830070000001,0.255772293,1.222556233,0.248002976,77,5.293000221000001,0.7012885209999999,,0.04310311,2017
392,Kosovo,1.1378535029999999,0.260287941,0.9514843820000001,0.319931448,78,5.278999805,0.54145205,,0.057471617999999995,2017
393,China,1.160837412,0.472787708,1.0811657909999999,0.028806841,79,5.2729997630000005,0.741415501,,0.022794275,2017
394,Pakistan,0.67269069,0.23521526199999998,0.7268835309999999,0.31544601899999997,80,5.269000053,0.402047783,,0.12434806699999999,2017
395,Indonesia,1.274444699,0.443323463,0.995538592,0.6117045879999999,81,5.262000083999999,0.492345721,,0.015317135,2017
396,Venezuela,1.431337595,0.153997123,1.128431201,0.06501963,82,5.25,0.617144227,,0.064491123,2017
397,Montenegro,1.238376498,0.194989055,1.121129036,0.197911024,83,5.236999989,0.667464674,,0.088174194,2017
398,Morocco,0.774864435,0.408158332,0.878114581,0.032209955,84,5.235000134,0.597710669,,0.08776318300000001,2017
399,Azerbaijan,1.152400255,0.398155838,1.153601766,0.04526934,85,5.234000206,0.540775776,,0.180987507,2017
400,Dominican Republic,1.402416706,0.552589834,1.0793738370000001,0.18696785,86,5.230000018999999,0.574873745,,0.11394525300000001,2017
401,Greece,1.239414573,0.09573125099999999,1.2894874809999999,0.0,87,5.2270002369999995,0.810198903,,0.043289777,2017
402,Lebanon,1.129624248,0.288515985,1.0749875309999999,0.264450759,88,5.224999905,0.735081077,,0.03751383,2017
403,Portugal,1.3670430180000002,0.4984653,1.315175295,0.095102713,89,5.195000172,0.7958435420000001,,0.015869452,2017
404,Bosnia and Herzegovina,1.069335938,0.204403177,0.9824094179999999,0.328867495,90,5.18200016,0.7051863070000001,,0.0,2017
405,Honduras,1.143944979,0.34807986,0.730573118,0.236188874,91,5.181000233,0.58256948,,0.073345453,2017
406,Macedonia,1.2078930140000002,0.325905979,1.0645779370000001,0.253760964,92,5.1750001910000005,0.644948184,,0.060277794,2017
407,Somalia,0.721151352,0.602126956,0.022643184,0.291631311,93,5.151000023,0.11398913699999999,,0.282410324,2017
408,Vietnam,1.277491331,0.571055591,0.788547575,0.234968051,94,5.073999882,0.652168989,,0.08763323699999999,2017
409,Nigeria,1.215770483,0.394952565,0.783756256,0.23094719600000002,95,5.073999882,0.05691573,,0.026121566000000002,2017
410,Tajikistan,1.271463275,0.47156670700000003,0.524713635,0.248997644,96,5.040999889,0.529235125,,0.14637714599999999,2017
411,Bhutan,1.340126514,0.5015376810000001,0.8854163890000001,0.474054545,97,5.011000156000001,0.495879292,,0.17338039,2017
412,Kyrgyzstan,1.394238591,0.454943389,0.596220076,0.428580374,98,5.004000187,0.5534577970000001,,0.039439179,2017
413,Nepal,1.179283261,0.44030594799999995,0.47982019200000003,0.394096166,99,4.961999893,0.504130781,,0.072975546,2017
414,Mongolia,1.4930112359999999,0.394143969,1.0272358659999998,0.33846423,100,4.954999924,0.557783484,,0.032902289,2017
415,South Africa,1.3847886319999998,0.479246736,1.054698706,0.13936238,101,4.828999996,0.18708007,,0.072509497,2017
416,Tunisia,0.86835146,0.28968069,1.007265806,0.049693357,102,4.804999828,0.613212049,,0.086723149,2017
417,Palestinian Territories,1.1556471590000001,0.254711062,0.716249228,0.114173174,103,4.775000095,0.565666974,,0.08928260199999999,2017
418,Egypt,0.997471392,0.282110155,0.989701807,0.128631443,104,4.735000134,0.520187259,,0.114381365,2017
419,Bulgaria,1.4343794580000002,0.289231718,1.161459088,0.11317769400000001,105,4.714000225,0.70821768,,0.011051531000000002,2017
420,Sierra Leone,0.984136045,0.318697691,0.368420929,0.293040901,106,4.709000111,0.005564754,,0.071095176,2017
421,Cameroon,0.946018219,0.43038874899999996,0.564305365,0.236298457,107,4.695000172,0.132892117,,0.051306631,2017
422,Iran,0.7115512490000001,0.249322608,1.156873107,0.38724291299999997,108,4.691999912,0.639333189,,0.048761072999999995,2017
423,Albania,0.803685248,0.381498635,0.996192753,0.201312944,109,4.644000053,0.7311597470000001,,0.039864216,2017
424,Bangladesh,0.7351317409999999,0.47835665899999996,0.586682975,0.172255352,110,4.607999802,0.533241034,,0.123717859,2017
425,Namibia,1.098470807,0.520303547,0.9644343259999999,0.077133745,111,4.573999882,0.33861181100000004,,0.093146972,2017
426,Kenya,1.0679507259999999,0.452763766,0.560479462,0.444860309,112,4.552999973,0.30998835,,0.064641319,2017
427,Mozambique,0.870701015,0.48079109200000003,0.23430565,0.32222810399999996,113,4.5500001910000005,0.106654435,,0.179436386,2017
428,Myanmar,1.123235941,0.514492035,0.36711055,0.8380751609999999,114,4.545000076,0.397522569,,0.188816205,2017
429,Senegal,1.179691911,0.37792226700000003,0.47930902200000003,0.183468893,115,4.534999847,0.40936285299999997,,0.11546044800000001,2017
430,Zambia,1.0031872990000001,0.461603492,0.636406779,0.249580145,116,4.513999939,0.257835895,,0.07821355,2017
431,Iraq,0.978613198,0.28855553300000003,1.102710485,0.19963726399999998,117,4.497000217,0.50118047,,0.107215755,2017
432,Gabon,1.155620217,0.312328577,1.198210239,0.043785378,118,4.465000153,0.356578588,,0.076046787,2017
