,Country,Family,Freedom,GDP per Capita,Generosity,Happiness Rank,Happiness Score,Life Expectancy,Region,Trust (Government Corruption),Year
433,Ethiopia,0.864669204,0.40884274200000004,0.339233845,0.31265074,119,4.460000038,0.353409708,,0.165455714,2017
434,Sri Lanka,1.259976387,0.561213255,1.009850144,0.49086356200000003,120,4.440000057,0.6251308320000001,,0.073653966,2017
435,Armenia,1.0074837209999998,0.198303267,0.900596738,0.083488092,121,4.375999928,0.637524426,,0.026674422000000003,2017
436,India,0.754372597,0.469987005,0.7922212479999999,0.231538489,122,4.315000057,0.455427617,,0.092226885,2017
437,Mauritania,1.27203083,0.09609804300000001,0.648457289,0.20187002399999998,123,4.291999817,0.28534928,,0.136957005,2017
438,Congo (Brazzaville),0.832044363,0.435025871,0.808964252,0.120852128,124,4.290999889,0.28995743399999996,,0.07961813400000001,2017
439,Georgia,0.570614934,0.309410036,0.9506126640000001,0.054008815,125,4.285999775,0.649546981,,0.251666635,2017
440,Congo (Kinshasa),1.229023457,0.23596134800000002,0.092102349,0.246455833,126,4.28000021,0.191407025,,0.060241355999999996,2017
441,Mali,1.281473398,0.306613743,0.476180494,0.183354199,127,4.190000057,0.169365674,,0.10497024699999999,2017
442,Ivory Coast,0.90478003,0.447706193,0.603048921,0.20123747,128,4.179999828,0.04864217,,0.130061775,2017
443,Cambodia,1.006238341,0.633375823,0.601765096,0.385922968,129,4.168000221000001,0.429783404,,0.068105951,2017
444,Sudan,1.21400857,0.014995855,0.6595166920000001,0.18231745100000002,130,4.138999939,0.29092082399999997,,0.08984752,2017
445,Ghana,0.873664737,0.42302629399999997,0.6672248239999999,0.25692394399999996,131,4.1199998860000004,0.295637727,,0.02533637,2017
446,Ukraine,1.394537568,0.122974776,0.8946519490000001,0.270061463,132,4.096000195,0.575903952,,0.023029471,2017
447,Uganda,1.129827738,0.443185955,0.381430715,0.325766057,133,4.0809998510000005,0.217632607,,0.057069719000000005,2017
448,Burkina Faso,1.043280005,0.32436785100000004,0.35022771399999997,0.250864685,134,4.032000065,0.21584425899999998,,0.12032810599999999,2017
449,Niger,0.993025005,0.363658696,0.161925331,0.22867384600000001,135,4.027999878,0.268505007,,0.138572946,2017
450,Malawi,0.5125688310000001,0.466914654,0.23344203800000002,0.28717047,136,3.970000029,0.315089583,,0.072711654,2017
451,Chad,0.953855872,0.162342027,0.438012987,0.21611385,137,3.9360001089999996,0.041134715,,0.053581882000000004,2017
452,Zimbabwe,1.083095908,0.33638420700000005,0.375846535,0.189143494,138,3.875,0.19676375399999999,,0.095375381,2017
453,Lesotho,1.190095186,0.39066129899999996,0.5210212470000001,0.157497272,139,3.808000088,0.0,,0.11909464,2017
454,Angola,1.10441196,0.0,0.85842818,0.09792649,140,3.7950000760000004,0.049868666,,0.069720335,2017
455,Afghanistan,0.581543326,0.10617952,0.40147721799999997,0.311870933,141,3.79399991,0.180746779,,0.06115783,2017
456,Botswana,1.221554995,0.505196333,1.122094154,0.099348448,142,3.766000032,0.34175550899999996,,0.09858319900000001,2017
457,Benin,0.435299844,0.425962776,0.43108540799999995,0.207948461,143,3.657000065,0.209930211,,0.060929015,2017
458,Madagascar,0.9130203720000001,0.189196765,0.305808693,0.20873253,144,3.644000053,0.375223309,,0.067231975,2017
459,Haiti,0.640449822,0.030369857000000004,0.368610263,0.489203781,145,3.6029999260000003,0.27732113,,0.09987215,2017
460,Yemen,0.9353822470000001,0.249463722,0.5916834470000001,0.10412520900000001,146,3.592999935,0.31008091600000004,,0.056767423,2017
461,South Sudan,0.601323128,0.147062436,0.397248626,0.28567081699999997,147,3.59100008,0.163486004,,0.116793513,2017
462,Liberia,0.8721179370000001,0.332881182,0.119041793,0.266549885,148,3.5329999919999997,0.229918197,,0.038948249,2017
463,Guinea,0.791244686,0.34858751299999996,0.24454993,0.264815092,149,3.5069999689999998,0.19412913899999998,,0.110937618,2017
464,Togo,0.43188253,0.380426139,0.305444717,0.19689615100000002,150,3.4949998860000004,0.247105569,,0.095665015,2017
465,Rwanda,0.945707023,0.581843853,0.368745893,0.252756029,151,3.4709999560000004,0.326424807,,0.455220014,2017
466,Syria,0.39610260700000005,0.081539445,0.7771531340000001,0.49366372799999997,152,3.461999893,0.500533342,,0.151347131,2017
467,Tanzania,1.0419898029999999,0.390017778,0.511135876,0.35425636200000005,153,3.348999977,0.364509284,,0.066035107,2017
468,Burundi,0.629793584,0.059900753,0.091622569,0.204435185,154,2.904999971,0.151610792,,0.084147945,2017
469,Central African Republic,0.0,0.270842046,0.0,0.280876487,155,2.6930000780000003,0.018772686,,0.056565076,2017
470,Finland,,0.6809999999999999,1.305,0.20199999999999999,1,7.632000000000001,0.8740000000000001,,0.39299999999999996,2018
471,Norway,,0.6859999999999999,1.456,0.28600000000000003,2,7.593999999999999,0.861,,0.34,2018
472,Denmark,,0.6829999999999999,1.351,0.284,3,7.555,0.868,,0.408,2018
473,Iceland,,0.677,1.3430000000000002,0.353,4,7.495,0.914,,0.138,2018
474,Switzerland,,0.66,1.42,0.256,5,7.487,0.927,,0.35700000000000004,2018
475,Netherlands,,0.638,1.361,0.33299999999999996,6,7.441,0.878,,0.295,2018
476,Canada,,0.653,1.33,0.321,7,7.327999999999999,0.8959999999999999,,0.29100000000000004,2018
477,New Zealand,,0.669,1.268,0.365,8,7.324,0.8759999999999999,,0.389,2018
478,Sweden,,0.659,1.355,0.285,9,7.314,0.9129999999999999,,0.38299999999999995,2018
479,Australia,,0.647,1.34,0.361,10,7.272,0.91,,0.302,2018
480,United Kingdom,,0.46399999999999997,1.244,0.262,11,7.19,0.888,,0.08199999999999999,2018
481,Austria,,0.617,1.341,0.242,12,7.138999999999999,0.8909999999999999,,0.22399999999999998,2018
482,Costa Rica,,0.632,1.01,0.14300000000000002,13,7.072,0.8170000000000001,,0.10099999999999999,2018
483,Ireland,,0.614,1.4480000000000002,0.307,14,6.977,0.8759999999999999,,0.306,2018
484,Germany,,0.586,1.34,0.273,15,6.965,0.861,,0.28,2018
485,Belgium,,0.583,1.324,0.188,16,6.9270000000000005,0.894,,0.24,2018
486,Luxembourg,,0.632,1.5759999999999998,0.196,17,6.91,0.8959999999999999,,0.321,2018
487,United States,,0.547,1.3980000000000001,0.29100000000000004,18,6.886,0.8190000000000001,,0.133,2018
488,Israel,,0.5329999999999999,1.301,0.354,19,6.814,0.883,,0.272,2018
489,United Arab Emirates,,0.284,2.096,0.18600000000000003,20,6.774,0.67,,,2018
490,Czech Republic,,0.5429999999999999,1.2329999999999999,0.064,21,6.711,0.8540000000000001,,0.034,2018
491,Malta,,0.645,1.27,0.376,22,6.627000000000001,0.884,,0.142,2018
492,France,,0.52,1.2930000000000001,0.098,23,6.489,0.9079999999999999,,0.17600000000000002,2018
493,Mexico,,0.479,1.038,0.069,24,6.4879999999999995,0.7609999999999999,,0.095,2018
494,Chile,,0.431,1.131,0.19699999999999998,25,6.476,0.8079999999999999,,0.061,2018
495,Taiwan,,0.418,1.365,0.151,26,6.441,0.857,,0.078,2018
496,Panama,,0.597,1.112,0.125,27,6.43,0.759,,0.063,2018
497,Brazil,,0.493,0.986,0.11,28,6.419,0.675,,0.08800000000000001,2018
498,Argentina,,0.57,1.073,0.062,29,6.388,0.7440000000000001,,0.054000000000000006,2018
499,Guatemala,,0.604,0.7809999999999999,0.179,30,6.382000000000001,0.608,,0.071,2018
500,Uruguay,,0.625,1.093,0.13,31,6.379,0.7709999999999999,,0.155,2018
501,Qatar,,0.654,1.649,0.256,32,6.374,0.748,,0.171,2018
502,Saudi Arabia,,0.509,1.379,0.098,33,6.371,0.633,,0.127,2018
503,Singapore,,0.631,1.5290000000000001,0.261,34,6.343,1.008,,0.457,2018
504,Malaysia,,0.35600000000000004,1.161,0.311,35,6.322,0.669,,0.059000000000000004,2018
505,Spain,,0.449,1.251,0.142,36,6.31,0.965,,0.07400000000000001,2018
506,Colombia,,0.531,0.96,0.099,37,6.26,0.635,,0.039,2018
507,Trinidad & Tobago,,0.575,1.2229999999999999,0.171,38,6.192,0.564,,0.019,2018
508,Slovakia,,0.354,1.21,0.11800000000000001,39,6.172999999999999,0.7759999999999999,,0.013999999999999999,2018
509,El Salvador,,0.461,0.8059999999999999,0.065,40,6.167000000000001,0.639,,0.08199999999999999,2018
510,Nicaragua,,0.527,0.6679999999999999,0.20800000000000002,41,6.141,0.7,,0.128,2018
511,Poland,,0.546,1.176,0.10800000000000001,42,6.122999999999999,0.7809999999999999,,0.064,2018
512,Bahrain,,0.594,1.338,0.243,43,6.105,0.698,,0.12300000000000001,2018
513,Uzbekistan,,0.7240000000000001,0.7190000000000001,0.32799999999999996,44,6.096,0.605,,0.259,2018
514,Kuwait,,0.5539999999999999,1.474,0.16699999999999998,45,6.082999999999999,0.675,,0.106,2018
515,Thailand,,0.637,1.016,0.364,46,6.072,0.7070000000000001,,0.028999999999999998,2018
516,Italy,,0.281,1.264,0.13699999999999998,47,6.0,0.946,,0.027999999999999997,2018
517,Ecuador,,0.556,0.889,0.114,48,5.973,0.736,,0.12,2018
518,Belize,,0.593,0.807,0.183,49,5.956,0.474,,0.08900000000000001,2018
519,Lithuania,,0.35,1.197,0.026000000000000002,50,5.952000000000001,0.716,,0.006,2018
520,Slovenia,,0.633,1.219,0.16,51,5.9479999999999995,0.856,,0.051,2018
521,Romania,,0.528,1.1159999999999999,0.08800000000000001,52,5.945,0.726,,0.001,2018
522,Latvia,,0.363,1.148,0.092,53,5.933,0.6709999999999999,,0.066,2018
523,Japan,,0.5529999999999999,1.294,0.079,54,5.915,0.988,,0.15,2018
524,Mauritius,,0.584,1.09,0.245,55,5.891,0.684,,0.05,2018
525,Jamaica,,0.575,0.8190000000000001,0.096,56,5.89,0.693,,0.031,2018
526,South Korea,,0.244,1.266,0.175,57,5.875,0.955,,0.051,2018
527,Northern Cyprus,,0.495,1.229,0.179,58,5.835,0.909,,0.154,2018
528,Russia,,0.39899999999999997,1.151,0.065,59,5.81,0.599,,0.025,2018
529,Kazakhstan,,0.45399999999999996,1.143,0.14800000000000002,60,5.79,0.631,,0.121,2018
530,Cyprus,,0.423,1.229,0.20199999999999999,61,5.7620000000000005,0.909,,0.035,2018
531,Bolivia,,0.606,0.7509999999999999,0.141,62,5.752000000000001,0.508,,0.054000000000000006,2018
532,Estonia,,0.5529999999999999,1.2,0.086,63,5.739,0.737,,0.174,2018
533,Paraguay,,0.541,0.835,0.162,64,5.681,0.615,,0.07400000000000001,2018
534,Peru,,0.53,0.934,0.092,65,5.662999999999999,0.674,,0.034,2018
535,Kosovo,,0.44799999999999995,0.855,0.27399999999999997,66,5.662000000000001,0.578,,0.023,2018
536,Moldova,,0.23199999999999998,0.657,0.171,67,5.64,0.62,,0.0,2018
537,Turkmenistan,,0.41700000000000004,1.016,0.19899999999999998,68,5.636,0.517,,0.037000000000000005,2018
538,Hungary,,0.259,1.171,0.061,69,5.62,0.732,,0.022000000000000002,2018
539,Libya,,0.496,0.985,0.11599999999999999,70,5.566,0.5529999999999999,,0.14800000000000002,2018
540,Philippines,,0.643,0.775,0.12,71,5.524,0.513,,0.105,2018
541,Honduras,,0.45899999999999996,0.62,0.19699999999999998,72,5.504,0.622,,0.07400000000000001,2018
542,Belarus,,0.307,1.0390000000000001,0.10099999999999999,73,5.483,0.7,,0.154,2018
543,Turkey,,0.324,1.148,0.106,74,5.483,0.6859999999999999,,0.109,2018
544,Pakistan,,0.33399999999999996,0.652,0.21600000000000003,75,5.472,0.424,,0.113,2018
545,Hong Kong,,0.524,1.405,0.24600000000000002,76,5.43,1.03,,0.29100000000000004,2018
546,Portugal,,0.562,1.188,0.055,77,5.41,0.884,,0.017,2018
547,Serbia,,0.28800000000000003,0.975,0.134,78,5.398,0.685,,0.043,2018
548,Greece,,0.131,1.1540000000000001,0.0,79,5.358,0.879,,0.044000000000000004,2018
549,Lebanon,,0.503,0.965,0.214,80,5.358,0.785,,0.136,2018
550,Montenegro,,0.259,1.0170000000000001,0.111,81,5.347,0.7290000000000001,,0.081,2018
551,Croatia,,0.38,1.115,0.12,82,5.321000000000001,0.737,,0.039,2018
552,Dominican Republic,,0.578,0.982,0.12,83,5.3020000000000005,0.614,,0.106,2018
553,Algeria,,0.077,0.9790000000000001,0.055,84,5.295,0.687,,0.135,2018
554,Morocco,,0.46,0.779,0.026000000000000002,85,5.254,0.669,,0.07400000000000001,2018
555,China,,0.597,0.9890000000000001,0.028999999999999998,86,5.246,0.799,,0.10300000000000001,2018
556,Azerbaijan,,0.43,1.024,0.031,87,5.2010000000000005,0.603,,0.17600000000000002,2018
557,Tajikistan,,0.292,0.474,0.187,88,5.199,0.598,,0.034,2018
558,Macedonia,,0.39399999999999996,0.9590000000000001,0.17300000000000001,89,5.185,0.691,,0.052000000000000005,2018
559,Jordan,,0.46799999999999997,0.8220000000000001,0.13,90,5.1610000000000005,0.645,,0.134,2018
560,Nigeria,,0.462,0.6890000000000001,0.201,91,5.155,0.048,,0.032,2018
561,Kyrgyzstan,,0.54,0.53,0.281,92,5.131,0.594,,0.035,2018
562,Bosnia and Herzegovina,,0.28,0.915,0.21600000000000003,93,5.129,0.758,,0.0,2018
563,Mongolia,,0.395,0.914,0.253,94,5.125,0.575,,0.032,2018
564,Vietnam,,0.618,0.715,0.177,95,5.103,0.7020000000000001,,0.079,2018
565,Indonesia,,0.5379999999999999,0.899,0.484,96,5.093,0.522,,0.018000000000000002,2018
566,Bhutan,,0.541,0.7959999999999999,0.364,97,5.082,0.527,,0.171,2018
567,Somalia,,0.674,0.0,0.23800000000000002,98,4.982,0.115,,0.282,2018
568,Cameroon,,0.45399999999999996,0.535,0.183,99,4.975,0.182,,0.043,2018
569,Bulgaria,,0.359,1.054,0.064,100,4.933,0.7120000000000001,,0.009000000000000001,2018
570,Nepal,,0.526,0.425,0.302,101,4.88,0.539,,0.078,2018
571,Venezuela,,0.133,0.996,0.055999999999999994,102,4.806,0.657,,0.052000000000000005,2018
572,Gabon,,0.35600000000000004,1.036,0.032,103,4.758,0.40399999999999997,,0.052000000000000005,2018
573,Palestinian Territories,,0.266,0.642,0.086,104,4.743,0.602,,0.076,2018
574,South Africa,,0.516,0.94,0.10300000000000001,105,4.724,0.33,,0.055999999999999994,2018
575,Iran,,0.45899999999999996,1.0590000000000002,0.282,106,4.707,0.691,,0.129,2018
576,Ivory Coast,,0.467,0.541,0.146,107,4.671,0.08,,0.10300000000000001,2018
577,Ghana,,0.499,0.5920000000000001,0.212,108,4.657,0.337,,0.028999999999999998,2018
578,Senegal,,0.406,0.429,0.138,109,4.631,0.433,,0.08199999999999999,2018
579,Laos,,0.626,0.72,0.23,110,4.623,0.441,,0.174,2018
580,Tunisia,,0.271,0.9,0.04,111,4.592,0.69,,0.063,2018
581,Albania,,0.419,0.9159999999999999,0.149,112,4.586,0.79,,0.032,2018
582,Sierra Leone,,0.355,0.256,0.23800000000000002,113,4.571000000000001,0.0,,0.053,2018
583,Congo (Brazzaville),,0.514,0.682,0.091,114,4.559,0.34299999999999997,,0.077,2018
584,Bangladesh,,0.58,0.532,0.153,115,4.5,0.579,,0.14400000000000002,2018
585,Sri Lanka,,0.585,0.9179999999999999,0.307,116,4.471,0.672,,0.05,2018
586,Iraq,,0.304,1.01,0.14800000000000002,117,4.456,0.536,,0.095,2018
587,Mali,,0.36700000000000005,0.37,0.139,118,4.447,0.152,,0.055999999999999994,2018
588,Namibia,,0.519,0.8740000000000001,0.051,119,4.441,0.365,,0.064,2018
589,Cambodia,,0.696,0.5489999999999999,0.256,120,4.433,0.457,,0.065,2018
590,Burkina Faso,,0.312,0.314,0.175,121,4.4239999999999995,0.254,,0.128,2018
591,Egypt,,0.312,0.885,0.092,122,4.419,0.5529999999999999,,0.107,2018
592,Mozambique,,0.531,0.198,0.20600000000000002,123,4.417,0.17300000000000001,,0.158,2018
593,Kenya,,0.504,0.493,0.35200000000000004,124,4.41,0.45399999999999996,,0.055,2018
594,Zambia,,0.503,0.562,0.221,125,4.377,0.295,,0.08199999999999999,2018
595,Mauritania,,0.129,0.557,0.134,126,4.356,0.292,,0.09300000000000001,2018
596,Ethiopia,,0.452,0.308,0.22,127,4.35,0.391,,0.146,2018
597,Georgia,,0.375,0.853,0.038,128,4.34,0.643,,0.215,2018
598,Armenia,,0.26,0.816,0.077,129,4.321000000000001,0.6659999999999999,,0.027999999999999997,2018
599,Myanmar,,0.58,0.682,0.598,130,4.308,0.429,,0.17800000000000002,2018
600,Chad,,0.18899999999999997,0.358,0.18100000000000002,131,4.301,0.053,,0.06,2018
601,Congo (Kinshasa),,0.312,0.069,0.19699999999999998,132,4.245,0.204,,0.052000000000000005,2018
602,India,,0.539,0.721,0.172,133,4.19,0.485,,0.09300000000000001,2018
603,Niger,,0.39,0.131,0.175,134,4.166,0.221,,0.099,2018
604,Uganda,,0.45,0.322,0.259,135,4.1610000000000005,0.237,,0.061,2018
605,Benin,,0.44,0.37799999999999995,0.163,136,4.141,0.24,,0.067,2018
606,Sudan,,0.016,0.605,0.134,137,4.138999999999999,0.312,,0.08199999999999999,2018
607,Ukraine,,0.163,0.7929999999999999,0.187,138,4.103,0.609,,0.011000000000000001,2018
608,Togo,,0.434,0.259,0.158,139,3.9989999999999997,0.253,,0.10099999999999999,2018
609,Guinea,,0.39399999999999996,0.344,0.185,140,3.964,0.21100000000000002,,0.094,2018
610,Lesotho,,0.423,0.47200000000000003,0.11599999999999999,141,3.8080000000000003,0.079,,0.11199999999999999,2018
611,Angola,,0.0,0.73,0.079,142,3.795,0.26899999999999996,,0.061,2018
612,Madagascar,,0.221,0.262,0.155,143,3.7739999999999996,0.402,,0.049,2018
613,Zimbabwe,,0.406,0.35700000000000004,0.132,144,3.6919999999999997,0.248,,0.099,2018
614,Afghanistan,,0.085,0.332,0.191,145,3.6319999999999997,0.255,,0.036000000000000004,2018
615,Botswana,,0.557,1.0170000000000001,0.042,146,3.59,0.41700000000000004,,0.092,2018
616,Malawi,,0.531,0.18600000000000003,0.21,147,3.5869999999999997,0.306,,0.08,2018
617,Haiti,,0.025,0.315,0.392,148,3.582,0.289,,0.10400000000000001,2018
618,Liberia,,0.419,0.076,0.20600000000000002,149,3.495,0.267,,0.03,2018
619,Syria,,0.08800000000000001,0.6890000000000001,0.376,150,3.4619999999999997,0.539,,0.14400000000000002,2018
620,Rwanda,,0.636,0.332,0.2,151,3.408,0.4,,0.444,2018
621,Yemen,,0.244,0.442,0.083,152,3.355,0.34299999999999997,,0.064,2018
622,Tanzania,,0.48100000000000004,0.455,0.27,153,3.303,0.381,,0.09699999999999999,2018
623,South Sudan,,0.11199999999999999,0.337,0.22399999999999998,154,3.2539999999999996,0.177,,0.106,2018
624,Central African Republic,,0.305,0.024,0.218,155,3.083,0.01,,0.038,2018
625,Burundi,,0.065,0.091,0.149,156,2.905,0.145,,0.076,2018
626,Finland,,0.596,1.34,0.153,1,7.769,0.986,,0.39299999999999996,2019
627,Denmark,,0.5920000000000001,1.383,0.252,2,7.6,0.996,,0.41,2019
628,Norway,,0.603,1.4880000000000002,0.271,3,7.553999999999999,1.028,,0.341,2019
629,Iceland,,0.591,1.38,0.354,4,7.494,1.026,,0.11800000000000001,2019
630,Netherlands,,0.557,1.396,0.322,5,7.4879999999999995,0.9990000000000001,,0.298,2019
631,Switzerland,,0.5720000000000001,1.452,0.263,6,7.48,1.052,,0.34299999999999997,2019
632,Sweden,,0.574,1.3869999999999998,0.267,7,7.343,1.0090000000000001,,0.373,2019
633,New Zealand,,0.585,1.3030000000000002,0.33,8,7.307,1.026,,0.38,2019
634,Canada,,0.584,1.365,0.285,9,7.278,1.0390000000000001,,0.308,2019
635,Austria,,0.532,1.376,0.244,10,7.246,1.016,,0.226,2019
636,Australia,,0.557,1.3719999999999999,0.332,11,7.228,1.036,,0.29,2019
637,Costa Rica,,0.5579999999999999,1.034,0.14400000000000002,12,7.167000000000001,0.963,,0.09300000000000001,2019
638,Israel,,0.371,1.276,0.261,13,7.138999999999999,1.0290000000000001,,0.08199999999999999,2019
639,Luxembourg,,0.526,1.609,0.19399999999999998,14,7.09,1.012,,0.316,2019
640,United Kingdom,,0.45,1.3330000000000002,0.348,15,7.053999999999999,0.996,,0.278,2019
641,Ireland,,0.516,1.499,0.298,16,7.021,0.9990000000000001,,0.31,2019
642,Germany,,0.495,1.3730000000000002,0.261,17,6.985,0.987,,0.265,2019
643,Belgium,,0.473,1.3559999999999999,0.16,18,6.922999999999999,0.986,,0.21,2019
644,United States,,0.45399999999999996,1.433,0.28,19,6.892,0.8740000000000001,,0.128,2019
645,Czech Republic,,0.457,1.2690000000000001,0.046,20,6.852,0.92,,0.036000000000000004,2019
646,United Arab Emirates,,0.598,1.5030000000000001,0.262,21,6.825,0.825,,0.182,2019
647,Malta,,0.564,1.3,0.375,22,6.726,0.9990000000000001,,0.151,2019
648,Mexico,,0.433,1.07,0.07400000000000001,23,6.595,0.861,,0.073,2019
649,France,,0.436,1.324,0.111,24,6.5920000000000005,1.045,,0.183,2019
650,Taiwan,,0.35100000000000003,1.368,0.242,25,6.446000000000001,0.914,,0.09699999999999999,2019
651,Chile,,0.35700000000000004,1.159,0.187,26,6.444,0.92,,0.055999999999999994,2019
652,Guatemala,,0.535,0.8,0.175,27,6.436,0.746,,0.078,2019
653,Saudi Arabia,,0.439,1.403,0.08,28,6.375,0.795,,0.132,2019
654,Qatar,,0.555,1.6840000000000002,0.22,29,6.374,0.871,,0.16699999999999998,2019
655,Spain,,0.36200000000000004,1.286,0.153,30,6.354,1.062,,0.079,2019
656,Panama,,0.516,1.149,0.109,31,6.321000000000001,0.91,,0.054000000000000006,2019
657,Brazil,,0.39,1.004,0.099,32,6.3,0.802,,0.086,2019
658,Uruguay,,0.523,1.124,0.127,33,6.292999999999999,0.8909999999999999,,0.15,2019
659,Singapore,,0.556,1.5719999999999998,0.271,34,6.2620000000000005,1.141,,0.45299999999999996,2019
660,El Salvador,,0.43,0.794,0.09300000000000001,35,6.252999999999999,0.789,,0.07400000000000001,2019
661,Italy,,0.231,1.294,0.158,36,6.223,1.0390000000000001,,0.03,2019
662,Bahrain,,0.536,1.3619999999999999,0.255,37,6.199,0.871,,0.11,2019
663,Slovakia,,0.33399999999999996,1.246,0.121,38,6.1979999999999995,0.8809999999999999,,0.013999999999999999,2019
664,Trinidad & Tobago,,0.489,1.2309999999999999,0.185,39,6.192,0.713,,0.016,2019
665,Poland,,0.483,1.206,0.11699999999999999,40,6.182,0.884,,0.05,2019
666,Uzbekistan,,0.631,0.745,0.322,41,6.1739999999999995,0.7559999999999999,,0.24,2019
667,Lithuania,,0.29100000000000004,1.238,0.043,42,6.149,0.818,,0.042,2019
668,Colombia,,0.47,0.985,0.099,43,6.125,0.841,,0.034,2019
669,Slovenia,,0.564,1.258,0.14400000000000002,44,6.117999999999999,0.953,,0.057,2019
670,Nicaragua,,0.435,0.6940000000000001,0.2,45,6.105,0.835,,0.127,2019
671,Kosovo,,0.489,0.882,0.262,46,6.1,0.758,,0.006,2019
672,Argentina,,0.47100000000000003,1.092,0.066,47,6.086,0.8809999999999999,,0.05,2019
673,Romania,,0.462,1.162,0.083,48,6.07,0.825,,0.005,2019
674,Cyprus,,0.406,1.263,0.19,49,6.046,1.042,,0.040999999999999995,2019
675,Ecuador,,0.498,0.912,0.126,50,6.028,0.868,,0.087,2019
676,Kuwait,,0.493,1.5,0.142,51,6.021,0.8079999999999999,,0.09699999999999999,2019
677,Thailand,,0.557,1.05,0.359,52,6.007999999999999,0.828,,0.027999999999999997,2019
678,Latvia,,0.264,1.187,0.075,53,5.94,0.812,,0.064,2019
679,South Korea,,0.159,1.301,0.175,54,5.895,1.036,,0.055999999999999994,2019
680,Estonia,,0.495,1.237,0.10300000000000001,55,5.893,0.8740000000000001,,0.161,2019
681,Jamaica,,0.49,0.831,0.107,56,5.89,0.831,,0.027999999999999997,2019
682,Mauritius,,0.498,1.12,0.215,57,5.888,0.7979999999999999,,0.06,2019
683,Japan,,0.445,1.327,0.069,58,5.886,1.088,,0.14,2019
684,Honduras,,0.507,0.642,0.24600000000000002,59,5.86,0.828,,0.078,2019
685,Kazakhstan,,0.41,1.173,0.146,60,5.809,0.7290000000000001,,0.096,2019
686,Bolivia,,0.511,0.7759999999999999,0.13699999999999998,61,5.779,0.706,,0.064,2019
687,Hungary,,0.19899999999999998,1.2009999999999998,0.081,62,5.757999999999999,0.828,,0.02,2019
688,Paraguay,,0.514,0.855,0.184,63,5.742999999999999,0.777,,0.08,2019
689,Northern Cyprus,,0.41700000000000004,1.263,0.191,64,5.718,1.042,,0.162,2019
690,Peru,,0.455,0.96,0.083,65,5.697,0.8540000000000001,,0.027000000000000003,2019
691,Portugal,,0.508,1.2209999999999999,0.047,66,5.693,0.9990000000000001,,0.025,2019
692,Pakistan,,0.313,0.677,0.22,67,5.653,0.535,,0.098,2019
693,Russia,,0.33399999999999996,1.183,0.08199999999999999,68,5.648,0.726,,0.031,2019
694,Philippines,,0.5579999999999999,0.807,0.11699999999999999,69,5.631,0.657,,0.107,2019
695,Serbia,,0.282,1.004,0.13699999999999998,70,5.603,0.8540000000000001,,0.039,2019
696,Moldova,,0.245,0.685,0.18100000000000002,71,5.529,0.7390000000000001,,0.0,2019
697,Libya,,0.41600000000000004,1.044,0.133,72,5.525,0.6729999999999999,,0.152,2019
698,Montenegro,,0.19699999999999998,1.051,0.142,73,5.523,0.871,,0.08,2019
699,Tajikistan,,0.389,0.493,0.23,74,5.4670000000000005,0.718,,0.14400000000000002,2019
700,Croatia,,0.29600000000000004,1.155,0.11900000000000001,75,5.432,0.914,,0.022000000000000002,2019
701,Hong Kong,,0.44,1.4380000000000002,0.258,76,5.43,1.122,,0.287,2019
702,Dominican Republic,,0.49700000000000005,1.015,0.113,77,5.425,0.779,,0.10099999999999999,2019
703,Bosnia and Herzegovina,,0.212,0.945,0.263,78,5.386,0.845,,0.006,2019
704,Turkey,,0.195,1.183,0.083,79,5.372999999999999,0.8079999999999999,,0.106,2019
705,Malaysia,,0.508,1.2209999999999999,0.26,80,5.3389999999999995,0.828,,0.024,2019
706,Belarus,,0.235,1.067,0.094,81,5.3229999999999995,0.789,,0.142,2019
707,Greece,,0.067,1.181,0.0,82,5.287000000000001,0.9990000000000001,,0.034,2019
708,Mongolia,,0.317,0.948,0.235,83,5.285,0.667,,0.038,2019
709,North Macedonia,,0.345,0.983,0.185,84,5.274,0.838,,0.034,2019
710,Nigeria,,0.426,0.696,0.215,85,5.265,0.245,,0.040999999999999995,2019
711,Kyrgyzstan,,0.508,0.551,0.3,86,5.261,0.723,,0.023,2019
712,Turkmenistan,,0.39399999999999996,1.052,0.244,87,5.247000000000001,0.657,,0.027999999999999997,2019
713,Algeria,,0.086,1.002,0.073,88,5.211,0.785,,0.114,2019
714,Morocco,,0.418,0.8009999999999999,0.036000000000000004,89,5.207999999999999,0.782,,0.076,2019
715,Azerbaijan,,0.35100000000000003,1.043,0.035,90,5.207999999999999,0.769,,0.182,2019
716,Lebanon,,0.21600000000000003,0.987,0.166,91,5.197,0.815,,0.027000000000000003,2019
717,Indonesia,,0.491,0.9309999999999999,0.498,92,5.192,0.66,,0.027999999999999997,2019
718,China,,0.521,1.0290000000000001,0.057999999999999996,93,5.191,0.893,,0.1,2019
719,Vietnam,,0.5429999999999999,0.741,0.147,94,5.175,0.851,,0.073,2019
720,Bhutan,,0.457,0.813,0.37,95,5.082,0.604,,0.16699999999999998,2019
721,Cameroon,,0.381,0.5489999999999999,0.187,96,5.044,0.331,,0.037000000000000005,2019
722,Bulgaria,,0.311,1.092,0.081,97,5.011,0.815,,0.004,2019
723,Ghana,,0.381,0.611,0.245,98,4.996,0.486,,0.04,2019
724,Ivory Coast,,0.35200000000000004,0.569,0.154,99,4.944,0.23199999999999998,,0.09,2019
